N,tau,A1,M1_fwd,M1_bwd,S1,band_mean,band_std,A2a,M2a_fwd,M2a_bwd,S2a,A2b,M2b_fwd,M2b_bwd,S2b,S2b_input,included
4,1.5000000000000009,-0.0009417138809702658,0.04173282127098848,0.042674535151958744,0.9752615537198701,0.0018861234658519327,0.0064937498304187,0.0025570577699468994,0.045231592921892806,0.04267453515194591,1.0838374100851067,-0.0029316891102552714,0.03974284604170347,0.042674535151958744,0.9523163024046883,0.8875571671064301,True
4,1.550000000000001,-0.0009833883966939919,0.041656800532071,0.04264018892876499,0.9734850118592043,0.0019446032336588725,0.006694342666492154,0.0025914039931413113,0.045231592921892806,0.042640188928751495,1.0858153373317672,-0.0029697386760534836,0.03967045025271151,0.04264018892876499,0.9523163024046883,0.872842900245407,True
4,1.600000000000001,-0.001025337016386435,0.04157882963945004,0.042604166655836474,0.9716628965176924,0.0020025957281195055,0.006893309320061954,0.002627426266070522,0.045231592921892806,0.042604166655822284,1.0878515175659735,-0.003731324411116503,0.03887284224471997,0.042604166655836474,0.9349191062327876,0.8569158452539087,True
4,1.650000000000001,-0.0010675622376274119,0.041498955927218195,0.04256651816484561,0.9697963138539712,0.002060837031802948,0.007090118357095074,0.0026608226407602853,0.04522734080559095,0.04256651816483067,1.0898428597796939,-0.0037683513797769214,0.038798166785068686,0.04256651816484561,0.9349191062327877,0.839758202394354,True
4,1.700000000000001,-0.0011100656067048603,0.04141722855463593,0.04252729416134079,0.9678864126793427,0.0021189531737823533,0.007285039902000519,0.0026761118667639194,0.045203406028089026,0.042527294161325106,1.0914155197144233,-0.004694307866302594,0.037832986295038194,0.04252729416134079,0.9134601134677675,0.8213616886982428,True
4,1.750000000000001,-0.001152847690130042,0.04133369845861574,0.04248654614874578,0.9659343833473681,0.002176904486332508,0.007478060850492285,0.0026720999238474194,0.04515864607257677,0.04248654614872935,1.0925382377236494,-0.004729861264696163,0.03775668488404962,0.04248654614874578,0.9134601134677675,0.8017284878176466,True
4,1.8000000000000012,-0.0011959080473230993,0.04124841830360548,0.04244432635092858,0.963941456582683,0.0022346755191334235,0.00766911431632991,0.0026495646723518756,0.04509389102326328,0.0424443263509114,1.093227155799127,-0.00583399705375949,0.03661032929716909,0.04244432635092858,0.8875571671064298,0.7808721266710639,True
4,1.8500000000000012,-0.0012392452045552477,0.041161442428878245,0.04240068763343349,0.9619089022492046,0.0022928056955743427,0.007857562655324153,0.0026099802487437943,0.04501066788215929,0.04240068763341549,1.0935153198270935,-0.005867554397243915,0.03653313323618958,0.04240068763343349,0.8875571671064297,0.7588182509153599,True
4,1.9000000000000012,-0.001282856630236348,0.04107282679323958,0.042355683423475926,0.9598380280579857,0.00235171265222237,0.008042911125027537,0.0025555952954888564,0.04491127871894599,0.042355683423457136,1.0934547783874036,-0.007159727334979653,0.03519595608849627,0.042355683423475926,0.8569158452539085,0.7356052699276105,True
4,1.9500000000000013,-0.0013267387116408375,0.04098262891716552,0.042309367628806355,0.9577301782150284,0.00241046499258846,0.008226139805750854,0.002489502432020105,0.04479887006080685,0.042309367628786745,1.0931185051928893,-0.007190703529526193,0.03511866409928016,0.042309367628806355,0.8569158452539085,0.7112848413937184,True
